timabil,species,M0,M1,M2,TAC,M0_predict,M0_resid,M1_predict,M1_resid,M2_predict,M2_resid,period,Sp
20022003,5,0.484437684,0.673767301,0.29200659,60006,0.419574784,0.0648629,0.563055553,0.110711748,0.293827357,-0.001820767,2003,Redfish
20032004,5,0.289357282,0.527484093,0.141683463,57003,0.41078407,-0.121426788,0.553217413,-0.02573332,0.286947938,-0.145264476,2004,Redfish
20042005,5,0.414737345,0.54309262,0.288976526,57006,0.410792852,0.003944493,0.553227241,-0.010134622,0.286954811,0.002021715,2005,Redfish
20052006,5,0.332820994,0.52019564,0.207366206,57003,0.41078407,-0.077963076,0.553217413,-0.033021773,0.286947938,-0.079581733,2006,Redfish
20062007,5,0.325296933,0.532089854,0.207305565,57003,0.41078407,-0.085487137,0.553217413,-0.021127559,0.286947938,-0.079642373,2007,Redfish
20072008,5,0.366494823,0.529651598,0.25067591,57006,0.410792852,-0.044298029,0.553227241,-0.023575644,0.286954811,-0.036278901,2008,Redfish
20082009,5,0.386799683,0.563892671,0.243678886,50004,0.390295822,-0.003496139,0.530287962,0.03360471,0.270914289,-0.027235403,2009,Redfish
20092010,5,0.280593742,0.478183003,0.151056862,50005,0.39029875,-0.109705008,0.530291238,-0.052108235,0.27091658,-0.119859718,2010,Redfish
20102011,5,0.257422721,0.450550732,0.120334246,37507,0.35371322,-0.0962905,0.489346492,-0.038795759,0.242285554,-0.121951308,2011,Redfish
20112012,5,0.309331701,0.53113826,0.144206401,40004,0.361022715,-0.051691014,0.497526923,0.033611337,0.248005803,-0.103799402,2012,Redfish
20122013,5,0.270400191,0.515615452,0.137009774,45182,0.37618033,-0.105780139,0.514490589,0.001124863,0.259867817,-0.122858043,2013,Redfish
20132014,5,0.375217877,0.558425122,0.203921023,52008,0.396162153,-0.020944276,0.536853274,0.021571848,0.27550515,-0.071584127,2014,Redfish
20142015,5,0.253297549,0.532783012,0.138363058,46169,0.379069586,-0.125772036,0.517724103,0.015058909,0.262128885,-0.123765827,2015,Redfish
20152016,5,0.265374475,0.531833777,0.10625336,49053,0.38751195,-0.122137475,0.527172387,0.004661389,0.268735692,-0.162482332,2016,Redfish
20162017,5,0.239484014,0.518274879,0.130628311,47228,0.382169608,-0.142685594,0.521193498,-0.002918619,0.264554893,-0.133926582,2017,Redfish
20002001,3,0.211963259,0.355195825,0.129274307,24365,0.315242503,-0.103279243,0.446291934,-0.091096109,0.212179221,-0.082904914,2001,Saithe
20012002,3,0.196599756,0.382948364,0.097649441,31107,0.334978431,-0.138378675,0.468379427,-0.085431063,0.227624123,-0.129974681,2002,Saithe
20022003,3,0.262985658,0.502232499,0.126809804,37885,0.354819744,-0.091834085,0.490584859,0.01164764,0.243151495,-0.116341691,2003,Saithe
20032004,3,0.331222996,0.545487435,0.149387262,42023,0.366932955,-0.035709959,0.504141377,0.041346058,0.252631026,-0.103243764,2004,Saithe
20042005,3,0.408630365,0.620038285,0.260425951,58856,0.416208377,-0.007578012,0.559288034,0.060750251,0.291192881,-0.03076693,2005,Saithe
20052006,3,0.418677573,0.657106815,0.225011829,67206,0.440651421,-0.021973849,0.586643501,0.070463314,0.310321467,-0.085309638,2006,Saithe
20062007,3,0.325928575,0.541575377,0.172466752,66138,0.437525054,-0.111596479,0.583144622,-0.041569245,0.307874841,-0.135408088,2007,Saithe
20072008,3,0.402418337,0.667137123,0.198076714,62752,0.427613179,-0.025194843,0.572051734,0.095085389,0.300118027,-0.102041313,2008,Saithe
20082009,3,0.407735374,0.619224655,0.2373131,54669,0.403951727,0.003783648,0.545570987,0.073653669,0.281601098,-0.044287998,2009,Saithe
20092010,3,0.353854377,0.621033719,0.195627279,42708,0.368938163,-0.015083786,0.506385508,0.114648211,0.254200257,-0.058572979,2010,Saithe
20102011,3,0.361839083,0.568540402,0.14403127,41224,0.364594034,-0.002754951,0.50152377,0.067016632,0.250800638,-0.106769368,2011,Saithe
20112012,3,0.355196513,0.557374077,0.157062281,41630,0.365782522,-0.010586009,0.502853868,0.054520209,0.251730723,-0.094668442,2012,Saithe
20122013,3,0.281841558,0.484591864,0.151820315,42027,0.366944665,-0.085103106,0.504154481,-0.019562617,0.25264019,-0.100819874,2013,Saithe
20132014,3,0.355906417,0.558192882,0.19100876,46769,0.380825972,-0.024919555,0.519689766,0.038503116,0.263503394,-0.072494634,2014,Saithe
20142015,3,0.293770548,0.557380411,0.126055097,48091,0.384695877,-0.090925329,0.524020775,0.033359636,0.266531896,-0.140476798,2015,Saithe
20152016,3,0.207309189,0.437561291,0.080376242,45802,0.377995263,-0.170686073,0.516521773,-0.078960482,0.261288143,-0.180911902,2016,Saithe
20162017,3,0.25090042,0.471438522,0.079679334,45181,0.376177403,-0.125276983,0.514487313,-0.043048791,0.259865526,-0.180186192,2017,Saithe
20002001,2,0.2831643,0.452002709,0.150870123,22732,0.310462204,-0.027297904,0.440942057,0.011060652,0.208438265,-0.057568143,2001,Haddock
20012002,2,0.230969052,0.394413021,0.127165651,34456,0.344781995,-0.113812943,0.479351099,-0.084938078,0.235296175,-0.108130524,2002,Haddock
20022003,2,0.248710523,0.433924749,0.138301417,46325,0.379526246,-0.130815723,0.518235176,-0.084310427,0.262486257,-0.12418484,2003,Haddock
20032004,2,0.340097447,0.538346091,0.185118163,63023,0.428406481,-0.088309034,0.572939559,-0.034593468,0.300738847,-0.115620684,2004,Haddock
20042005,2,0.3828242,0.608694375,0.218193714,74988,0.463431753,-0.080607553,0.612138142,-0.003443767,0.328148851,-0.109955137,2005,Haddock
20052006,2,0.391137502,0.624996391,0.218353929,86980,0.498536064,-0.107398562,0.651425179,-0.026428788,0.355620708,-0.137266779,2006,Haddock
20062007,2,0.413150898,0.643390369,0.207850272,85446,0.494045569,-0.080894671,0.646399636,-0.003009267,0.352106546,-0.144256274,2007,Haddock
20072008,2,0.480962253,0.713676272,0.290306595,82212,0.484578646,-0.003616393,0.635804716,0.077871556,0.344697941,-0.054391346,2008,Haddock
20082009,2,0.483228427,0.673561987,0.282966225,76759,0.468616021,0.014612406,0.617940122,0.055621866,0.332205944,-0.049239719,2009,Haddock
20092010,2,0.387493349,0.594661431,0.206045817,52916,0.398820151,-0.011326802,0.539827976,0.054833455,0.27758524,-0.071539423,2010,Haddock
20102011,2,0.32016167,0.5131164,0.169412396,40514,0.362515643,-0.042353973,0.499197736,0.013918664,0.249174136,-0.079761739,2011,Haddock
20112012,2,0.299536019,0.494463261,0.153596511,36030,0.349389582,-0.049853563,0.484507686,0.009955575,0.23890197,-0.08530546,2012,Haddock
20122013,2,0.221823627,0.394316574,0.093204878,29515,0.330318153,-0.108494526,0.463163869,-0.068847296,0.223977092,-0.130772214,2013,Haddock
20132014,2,0.194599502,0.357650202,0.08917881,29578,0.330502573,-0.135903072,0.463370264,-0.105720062,0.224121415,-0.134942605,2014,Haddock
20142015,2,0.155380163,0.316622593,0.062816215,25499,0.318562073,-0.16318191,0.450007036,-0.133384443,0.214777043,-0.151960829,2015,Haddock
20152016,2,0.143648172,0.294064081,0.061013355,27992,0.325859859,-0.182211686,0.458174363,-0.164110282,0.220488129,-0.159474774,2016,Haddock
20162017,2,0.174558403,0.33076177,0.083851164,28055,0.326044279,-0.151485876,0.458380758,-0.127618988,0.220632453,-0.136781288,2017,Haddock
20002001,1,0.828583866,0.912959103,0.681918915,159404,0.710543616,0.11804025,0.888693728,0.024265375,0.521533128,0.160385787,2001,Cod
20012002,1,0.826430412,0.92064181,0.687201756,158885,0.709024342,0.117406071,0.88699343,0.03364838,0.520344178,0.166857578,2002,Cod
20022003,1,0.765134431,0.884152426,0.602420821,150363,0.6840778,0.081056631,0.859074473,0.025077953,0.500821566,0.101599255,2003,Cod
20032004,1,0.766862062,0.878317083,0.597903558,175001,0.756200881,0.010661181,0.93979112,-0.061474037,0.557263494,0.040640064,2004,Cod
20042005,1,0.721726406,0.845595588,0.559384096,170427,0.742811362,-0.021084956,0.924806221,-0.079210633,0.546785153,0.012598943,2005,Cod
20052006,1,0.670143457,0.817329976,0.473899442,164501,0.725464119,-0.055320662,0.905392029,-0.088062053,0.533209584,-0.059310142,2006,Cod
20062007,1,0.658028274,0.814706694,0.475981735,157822,0.70591261,-0.047884336,0.883510932,-0.068804237,0.517909006,-0.041927271,2007,Cod
20072008,1,0.535410644,0.718973511,0.378553325,108021,0.560129609,-0.024718965,0.720357682,-0.00138417,0.403822454,-0.025269129,2008,Cod
20082009,1,0.618028845,0.766467768,0.45082629,132943,0.633084047,-0.015055201,0.802004743,-0.035536975,0.460914983,-0.010088693,2009,Cod
20092010,1,0.656581561,0.788352112,0.499514615,125723,0.611948863,0.044632698,0.778351273,0.010000839,0.444375056,0.055139559,2010,Cod
20102011,1,0.696449185,0.825229415,0.522703434,129509,0.623031662,0.073417523,0.790754602,0.034474813,0.453048209,0.069655225,2011,Cod
20112012,1,0.729155487,0.843020272,0.559902286,140274,0.654544162,0.074611325,0.82602186,0.016998411,0.477709194,0.082193092,2012,Cod
20122013,1,0.773095413,0.87390718,0.631720708,162539,0.719720735,0.053374678,0.898964314,-0.025057134,0.528714939,0.103005769,2013,Cod
20132014,1,0.808397833,0.900917054,0.666800434,176454,0.760454264,0.047943569,0.944551299,-0.043634246,0.560592097,0.106208337,2014,Cod
20142015,1,0.817284067,0.901505833,0.687423358,173504,0.751818697,0.06546537,0.934886793,-0.03338096,0.553834094,0.133589264,2015,Cod
20152016,1,0.810435,0.905724925,0.656740047,197276,0.821406728,-0.010971727,1.012766335,-0.10704141,0.608292147,0.0484479,2016,Cod
20162017,1,0.824629913,0.915372259,0.687049194,195174,0.815253521,0.009376393,1.005879964,-0.090507705,0.603476784,0.08357241,2017,Cod
